application_no,date_received,date_released,year,month,quarter,application_type,current_stage,assigned_staff,barangay,purpose,zone_classification,latitude,longitude,lot_area_sqm,floor_area_sqm,no_of_floors,total_fee_php,processing_days,is_compliant,monthly_rainfall_mm,inflation_rate_pct,working_days_month
ZA-2018-0121,2018-12-17,2019-01-07,2018,12,4,Locational Clearance,Released,"Tipan, S.",Tulo,Car Wash,Residential Medium Density (R-2),13.840823,121.242576,255,220.0,1,1038.24,15,1,47.3,5.4,20
ZA-2018-0122,2018-12-21,2019-01-14,2018,12,4,Development Permit,Released,"Garduque, H.",Santol,Commercial Complex Development,Commercial (C-1),13.850432,121.248144,1274,467.0,2,4085.32,16,1,5.8,5.14,20
ZA-2018-0123,2018-12-24,2019-01-11,2018,12,4,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay I,Commercial Building Construction,Residential Low Density (R-1),13.843377,121.242862,308,100.0,1,963.65,14,1,42.9,5.42,20
ZA-2018-0124,2018-12-24,2019-01-18,2018,12,4,Locational Clearance,Released,"Garduque, H.",Mabini,Residential House Construction,Commercial (C-1),13.829006,121.226295,670,208.0,1,1883.84,19,0,32.1,4.93,20
ZA-2018-0125,2018-12-28,2018-12-31,2018,12,4,Zoning Certificate,Released,"Cruz, M.",Lodlod,Business Permit Application,Residential Low Density (R-1),13.843994,121.229455,516,,1,1756.34,1,1,35.6,5.33,20
ZA-2019-0126,2019-01-01,2019-01-15,2019,1,1,Zoning Certificate,Released,"Garduque, H.",Poblacion Barangay I,Bank/Loan Requirement,Residential Medium Density (R-2),13.839161,121.233566,772,,1,2860.59,10,1,21.2,2.52,22
ZA-2019-0127,2019-01-01,2019-01-04,2019,1,1,Zoning Certificate,Released,"Cruz, M.",Kayumanggi,Business Permit Application,Residential Low Density (R-1),13.829195,121.177509,390,,1,1469.19,3,1,18.5,2.58,22
ZA-2019-0128,2019-01-03,2019-02-21,2019,1,1,Development Permit,Released,"Bautista, R.",Halang,Eco-Tourism Site,Residential Low Density (R-1),13.845356,121.204768,679,542.0,1,3468.74,35,1,33.0,2.65,22
ZA-2019-0129,2019-01-03,2019-01-10,2019,1,1,Zoning Certificate,Released,"Castillo, J.",Pinagtongulan,Building Permit Requirement,Commercial (C-1),13.867336,121.226211,979,,2,3509.99,5,1,32.3,2.52,22
ZA-2019-0130,2019-01-04,2019-02-14,2019,1,1,Development Permit,Released,"Garduque, H.",Bolbok,Commercial Complex Development,Commercial (C-1),13.868052,121.229488,221,80.0,5,2200.99,29,0,0.0,3.19,22
ZA-2019-0131,2019-01-04,2019-02-07,2019,1,1,Development Permit,Released,"Cruz, M.",Sico,Memorial Park Development,Institutional (Inst),13.831202,121.192145,520,178.0,1,3066.52,24,1,0.0,2.08,22
ZA-2019-0132,2019-01-07,2019-01-16,2019,1,1,Locational Clearance,Released,"Cruz, M.",Lumbang,Warehouse/Storage Facility,Commercial (C-1),13.820613,121.187526,473,315.0,1,1979.78,7,1,8.0,2.83,22
ZA-2019-0133,2019-01-08,2019-01-18,2019,1,1,Zoning Certificate,Released,"Bautista, R.",Parang,Business Permit Application,Residential Medium Density (R-2),13.851761,121.176967,369,,1,1348.06,8,0,59.0,2.23,22
ZA-2019-0134,2019-01-09,2019-01-17,2019,1,1,Zoning Certificate,Released,"Bautista, R.",Santo Niño,Building Permit Requirement,Residential Medium Density (R-2),13.876181,121.249425,564,,1,1893.39,6,1,0.0,2.38,22
ZA-2019-0135,2019-01-09,2019-01-15,2019,1,1,Locational Clearance,Released,"Castillo, J.",Bulacnin,Subdivision Development,Industrial (I-1),13.868632,121.19475,2151,1155.0,1,5117.22,4,1,0.0,2.36,22
ZA-2019-0136,2019-01-09,2019-01-30,2019,1,1,Zoning Certificate,Released,"Cruz, M.",Plaridel,Property Sale/Transfer,Residential Medium Density (R-2),13.856499,121.199524,530,,1,1584.69,15,1,31.5,2.44,22
ZA-2019-0137,2019-01-11,2019-02-04,2019,1,1,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay III,Medical Clinic,Commercial (C-1),13.848954,121.217493,301,226.0,2,1409.01,16,1,15.5,2.56,22
ZA-2019-0138,2019-01-15,2019-01-28,2019,1,1,Locational Clearance,Released,"Tipan, S.",Mabini,Subdivision Development,Commercial (C-1),13.862717,121.181371,720,593.0,1,2981.33,9,1,23.4,2.49,22
ZA-2019-0139,2019-01-21,2019-05-17,2019,1,1,Development Permit,Released,"Cruz, M.",Kayumanggi,Memorial Park Development,Residential Low Density (R-1),13.864691,121.197453,444,212.0,1,2178.14,84,1,10.7,2.76,22
ZA-2019-0140,2019-01-21,2019-01-31,2019,1,1,Locational Clearance,Released,"Tipan, S.",Tambo,Commercial Building Construction,Residential Low Density (R-1),13.844505,121.233119,938,757.0,1,3683.69,8,0,44.6,2.92,22
ZA-2019-0141,2019-01-25,2019-02-15,2019,1,1,Development Permit,Released,"Cruz, M.",Santo Niño,Memorial Park Development,Residential Low Density (R-1),13.868086,121.226447,435,345.0,1,2766.21,15,1,7.6,2.2,22
ZA-2019-0142,2019-01-28,2019-02-05,2019,1,1,Locational Clearance,Released,"Tipan, S.",Pinagtongulan,Poultry/Livestock Farm,Residential Medium Density (R-2),13.832357,121.172036,1034,414.0,1,3191.02,6,1,14.8,2.89,22
ZA-2019-0143,2019-01-28,2019-02-12,2019,1,1,Locational Clearance,Released,"Garduque, H.",Plaridel,Place of Worship,Agricultural (A),13.868462,121.199167,11355,5727.0,3,23806.08,11,1,7.3,3.07,22
ZA-2019-0144,2019-01-28,2019-03-06,2019,1,1,Development Permit,Released,"Castillo, J.",Talisay,Memorial Park Development,Residential Medium Density (R-2),13.850737,121.17312,391,150.0,1,2307.68,27,0,17.8,2.47,22
ZA-2019-0145,2019-01-30,2019-02-05,2019,1,1,Locational Clearance,Released,"Garduque, H.",San Jose,Subdivision Development,Commercial (C-1),13.896474,121.195117,410,162.0,1,1512.16,4,1,12.7,2.57,22
ZA-2019-0146,2019-01-30,2019-02-14,2019,1,1,Locational Clearance,Released,"Bautista, R.",Munting Pulo,Subdivision Development,Industrial (I-1),13.863313,121.182332,4684,3729.0,3,16713.9,11,1,24.7,3.02,22
ZA-2019-0147,2019-02-14,2019-03-01,2019,2,1,Locational Clearance,Released,"Tipan, S.",Tulo,Medical Clinic,Residential Medium Density (R-2),13.83557,121.174612,1504,1139.0,1,2887.29,11,1,40.4,2.12,20
ZA-2019-0148,2019-02-14,2019-03-06,2019,2,1,Development Permit,Released,"Tipan, S.",Talisay,Mixed-Use Development,Commercial (C-2),13.855523,121.220099,776,683.0,5,3893.79,14,1,33.2,1.74,20
ZA-2019-0149,2019-02-21,2019-04-12,2019,2,1,Development Permit,Released,"Cruz, M.",Bulacnin,Industrial Plant Expansion,Residential Low Density (R-1),13.836105,121.201611,427,383.0,1,2964.91,36,1,35.5,2.49,20
ZA-2019-0150,2019-02-22,2019-03-14,2019,2,1,Locational Clearance,Released,"Castillo, J.",Tulo,Subdivision Development,Residential Low Density (R-1),13.830452,121.233241,371,232.0,1,1446.76,14,0,29.0,2.58,20
ZA-2019-0151,2019-02-22,2019-03-11,2019,2,1,Locational Clearance,Released,"Garduque, H.",Parang,School/Learning Center,Commercial (C-2),13.889084,121.217099,956,445.0,1,3428.28,11,1,4.4,2.07,20
ZA-2019-0152,2019-02-25,2019-03-08,2019,2,1,Locational Clearance,Released,"Castillo, J.",Munting Pulo,School/Learning Center,Commercial (C-1),13.866182,121.239246,323,136.0,3,1535.11,9,1,42.6,2.48,20
ZA-2019-0153,2019-02-28,2019-03-12,2019,2,1,Zoning Certificate,Released,"Tipan, S.",Marawoy,Estate Settlement,Residential Medium Density (R-2),13.836038,121.178741,568,,1,2143.03,8,0,31.7,2.44,20
ZA-2019-0154,2019-03-01,2019-03-18,2019,3,1,Locational Clearance,Released,"Bautista, R.",Sampaguita,School/Learning Center,Residential Low Density (R-1),13.894111,121.171529,869,702.0,1,3537.03,11,1,43.1,3.09,22
ZA-2019-0155,2019-03-01,2019-04-04,2019,3,1,Development Permit,Released,"Tipan, S.",Halang,Commercial Complex Development,Residential Medium Density (R-2),13.884355,121.192301,437,321.0,1,2300.9,24,0,34.1,2.79,22
ZA-2019-0156,2019-03-01,2019-03-25,2019,3,1,Locational Clearance,Released,"Castillo, J.",Marawoy,Medical Clinic,Residential Low Density (R-1),13.881514,121.222683,637,304.0,1,1829.25,16,0,38.7,2.68,22
ZA-2019-0157,2019-03-04,2019-03-20,2019,3,1,Locational Clearance,Released,"Cruz, M.",Plaridel,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.852569,121.175281,617,412.0,1,2266.84,12,1,14.8,2.26,22
ZA-2019-0158,2019-03-04,2019-03-20,2019,3,1,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay III,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.86005,121.233561,422,331.0,1,1709.57,12,1,37.1,2.45,22
ZA-2019-0159,2019-03-04,2019-03-11,2019,3,1,Locational Clearance,Released,"Bautista, R.",Lodlod,Subdivision Development,Commercial (C-1),13.884279,121.244338,514,177.0,1,1956.51,5,1,16.6,2.75,22
ZA-2019-0160,2019-03-06,2019-03-13,2019,3,1,Zoning Certificate,Released,"Cruz, M.",Mabini,Estate Settlement,Residential Medium Density (R-2),13.898318,121.218279,447,,1,1111.73,5,1,0.0,2.91,22
ZA-2019-0161,2019-03-06,2019-03-22,2019,3,1,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay II,Gasoline Station,Residential Medium Density (R-2),13.869983,121.175742,256,96.0,1,1237.44,12,1,43.1,2.17,22
ZA-2019-0162,2019-03-11,2019-04-02,2019,3,1,Locational Clearance,Released,"Castillo, J.",Munting Pulo,Subdivision Development,Residential Medium Density (R-2),13.83143,121.232028,729,531.0,1,1939.35,16,1,35.6,2.49,22
ZA-2019-0163,2019-03-15,2019-05-07,2019,3,1,Development Permit,Released,"Castillo, J.",Santo Niño,Memorial Park Development,Commercial (C-1),13.845407,121.170011,203,96.0,5,2071.74,37,1,13.8,2.31,22
ZA-2019-0164,2019-03-20,2019-04-03,2019,3,1,Locational Clearance,Released,"Castillo, J.",San Jose,Medical Clinic,Commercial (C-1),13.839746,121.229272,497,231.0,4,1986.2,10,1,30.3,2.3,22
ZA-2019-0165,2019-03-25,2019-03-27,2019,3,1,Zoning Certificate,Released,"Cruz, M.",Sico,Bank/Loan Requirement,Agricultural (A),13.883115,121.24135,4096,,3,8238.09,2,1,15.7,2.76,22
ZA-2019-0166,2019-03-27,2019-04-12,2019,3,1,Locational Clearance,Released,"Garduque, H.",Sico,Place of Worship,Residential Low Density (R-1),13.876309,121.170349,460,242.0,1,1767.99,12,1,57.7,2.66,22
ZA-2019-0167,2019-03-28,2019-04-05,2019,3,1,Zoning Certificate,Released,"Castillo, J.",Mabini,Building Permit Requirement,Commercial (C-1),13.876203,121.193844,328,,2,1272.43,6,0,29.0,2.56,22
ZA-2019-0168,2019-04-01,2019-04-16,2019,4,2,Locational Clearance,Released,"Garduque, H.",Santol,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.854618,121.206616,427,293.0,1,1311.98,11,1,28.2,2.33,21
ZA-2019-0169,2019-04-02,2019-06-13,2019,4,2,Development Permit,Released,"Garduque, H.",Mataas na Lupa,Memorial Park Development,Agricultural (A),13.872588,121.207783,2363,1233.0,1,8941.98,52,1,30.2,2.42,21
ZA-2019-0170,2019-04-03,2019-04-10,2019,4,2,Locational Clearance,Released,"Castillo, J.",Santol,Food Establishment,Industrial (I-1),13.879088,121.19525,3578,2529.0,1,6405.84,5,1,47.3,2.14,21
ZA-2019-0171,2019-04-03,2019-05-22,2019,4,2,Development Permit,Released,"Cruz, M.",San Jose,Mixed-Use Development,Residential Low Density (R-1),13.824647,121.178921,1120,815.0,1,3999.34,35,1,32.8,1.98,21
ZA-2019-0172,2019-04-04,2019-05-16,2019,4,2,Development Permit,Released,"Tipan, S.",Poblacion Barangay I,Commercial Complex Development,Residential Low Density (R-1),13.862475,121.217611,523,419.0,1,2670.04,30,0,20.1,2.49,21
ZA-2019-0173,2019-04-08,2019-07-11,2019,4,2,Development Permit,Released,"Castillo, J.",Munting Pulo,Reclamation Project,Residential Low Density (R-1),13.881834,121.211704,432,379.0,1,2731.06,68,0,38.2,2.43,21
ZA-2019-0174,2019-04-10,2019-04-29,2019,4,2,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay I,Food Establishment,Commercial (C-1),13.820108,121.193984,542,249.0,1,1381.53,13,1,58.2,2.55,21
ZA-2019-0175,2019-04-11,2019-04-19,2019,4,2,Zoning Certificate,Released,"Tipan, S.",Mabini,Estate Settlement,Agricultural (A),13.85184,121.194233,5067,,1,8360.04,6,1,38.7,2.47,21
ZA-2019-0176,2019-04-11,2019-04-23,2019,4,2,Locational Clearance,Released,"Garduque, H.",Halang,Commercial Building Construction,Open Space (OS),13.882815,121.249306,217,162.0,4,884.38,8,0,34.4,2.66,21
ZA-2019-0177,2019-04-12,2019-04-22,2019,4,2,Locational Clearance,Released,"Cruz, M.",Santol,Place of Worship,Commercial (C-1),13.869793,121.232506,506,175.0,1,2010.18,6,1,25.8,2.17,21
ZA-2019-0178,2019-04-12,2019-04-22,2019,4,2,Locational Clearance,Released,"Cruz, M.",Halang,Subdivision Development,Residential Medium Density (R-2),13.847615,121.243399,557,438.0,1,1790.14,6,1,58.7,2.42,21
ZA-2019-0179,2019-04-24,2019-05-03,2019,4,2,Zoning Certificate,Released,"Tipan, S.",Mataas na Lupa,Bank/Loan Requirement,Residential Low Density (R-1),13.820627,121.220474,197,,1,770.71,7,1,44.3,2.17,21
ZA-2019-0180,2019-04-24,2019-05-01,2019,4,2,Locational Clearance,Released,"Cruz, M.",San Jose,Food Establishment,Residential Medium Density (R-2),13.826099,121.191976,456,399.0,1,2006.35,5,1,37.8,2.45,21
ZA-2019-0181,2019-04-25,2019-05-31,2019,4,2,Development Permit,Released,"Castillo, J.",Lumbang,Resort/Tourism Facility,Residential Low Density (R-1),13.836735,121.173998,979,615.0,1,4826.66,26,1,33.8,2.63,21
ZA-2019-0182,2019-04-26,2019-05-06,2019,4,2,Zoning Certificate,Released,"Cruz, M.",Latag,Estate Settlement,Residential Low Density (R-1),13.867485,121.175847,593,,1,2341.22,6,1,40.0,2.55,21
ZA-2019-0183,2019-04-30,2019-05-21,2019,4,2,Locational Clearance,Released,"Cruz, M.",Iligan,Medical Clinic,Residential Medium Density (R-2),13.858152,121.227466,503,208.0,1,1460.94,15,1,35.3,2.72,21
ZA-2019-0184,2019-04-30,2019-05-03,2019,4,2,Zoning Certificate,Released,"Garduque, H.",Poblacion Barangay II,Bank/Loan Requirement,Commercial (C-1),13.859912,121.170968,258,,1,763.14,3,0,42.1,2.12,21
ZA-2019-0185,2019-05-02,2019-05-16,2019,5,2,Zoning Certificate,Released,"Garduque, H.",Tulo,Bank/Loan Requirement,Residential Low Density (R-1),13.854296,121.172334,667,,1,2021.15,10,1,113.2,3.13,22
ZA-2019-0186,2019-05-03,2019-06-06,2019,5,2,Development Permit,Released,"Garduque, H.",Tulo,New Residential Subdivision,Residential Low Density (R-1),13.823593,121.230881,435,161.0,1,2165.43,24,0,96.5,2.1,22
ZA-2019-0187,2019-05-10,2019-05-31,2019,5,2,Development Permit,Released,"Garduque, H.",Marawoy,New Residential Subdivision,Residential Low Density (R-1),13.865126,121.198686,221,166.0,1,1948.79,15,1,135.1,2.14,22
ZA-2019-0188,2019-05-21,2019-05-28,2019,5,2,Locational Clearance,Released,"Castillo, J.",Halang,Place of Worship,Residential Medium Density (R-2),13.834018,121.239342,710,295.0,1,2241.27,5,1,120.5,2.04,22
ZA-2019-0189,2019-05-22,2019-08-13,2019,5,2,Development Permit,Released,"Cruz, M.",Halang,Eco-Tourism Site,Commercial (C-1),13.891528,121.245717,1328,861.0,1,5125.72,59,1,121.6,2.44,22
ZA-2019-0190,2019-05-27,2019-07-04,2019,5,2,Development Permit,Released,"Tipan, S.",San Jose,Memorial Park Development,Agricultural (A),13.834891,121.196525,8544,6564.0,2,14848.3,28,1,67.9,2.39,22
ZA-2019-0191,2019-05-28,2019-06-05,2019,5,2,Zoning Certificate,Released,"Castillo, J.",Parang,Estate Settlement,Agricultural (A),13.886866,121.196575,6415,,1,21593.96,6,0,130.6,2.81,22
ZA-2019-0192,2019-05-30,2019-06-05,2019,5,2,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Warehouse/Storage Facility,Residential Low Density (R-1),13.830229,121.231244,714,495.0,1,1751.2,4,1,124.8,2.3,22
ZA-2019-0193,2019-05-31,2019-07-04,2019,5,2,Development Permit,Released,"Tipan, S.",Santo Niño,Reclamation Project,Commercial (C-1),13.820118,121.228348,501,443.0,5,2783.12,24,1,104.7,2.87,22
ZA-2019-0194,2019-06-05,2019-06-11,2019,6,2,Locational Clearance,Released,"Castillo, J.",Halang,Medical Clinic,Commercial (C-1),13.885342,121.184529,743,601.0,3,2581.76,4,1,174.8,2.74,21
ZA-2019-0195,2019-06-05,2019-08-22,2019,6,2,Development Permit,Released,"Tipan, S.",Latag,Mixed-Use Development,Commercial (C-2),13.86356,121.226746,992,778.0,4,3809.01,56,1,159.2,2.64,21
ZA-2019-0196,2019-06-05,2019-06-17,2019,6,2,Zoning Certificate,Released,"Bautista, R.",Santol,Property Sale/Transfer,Residential Medium Density (R-2),13.868124,121.193725,371,,1,1173.16,8,1,186.6,2.79,21
ZA-2019-0197,2019-06-10,2019-09-11,2019,6,2,Development Permit,Released,"Castillo, J.",Iligan,Eco-Tourism Site,Residential Medium Density (R-2),13.886201,121.225777,736,266.0,1,2738.28,67,0,231.6,2.4,21
ZA-2019-0198,2019-06-13,2019-07-12,2019,6,2,Locational Clearance,Released,"Bautista, R.",Santol,Place of Worship,Residential Medium Density (R-2),13.884566,121.185619,1209,1031.0,1,4276.36,21,1,198.9,2.11,21
ZA-2019-0199,2019-06-17,2019-08-09,2019,6,2,Development Permit,Released,"Castillo, J.",Poblacion Barangay I,Reclamation Project,Commercial (C-1),13.895767,121.209701,267,237.0,1,2367.01,39,1,196.7,2.17,21
ZA-2019-0200,2019-06-19,2019-07-02,2019,6,2,Zoning Certificate,Released,"Bautista, R.",Santol,Property Sale/Transfer,Residential Medium Density (R-2),13.88712,121.170913,406,,1,1396.53,9,1,197.7,2.04,21
ZA-2019-0201,2019-06-19,2019-07-08,2019,6,2,Locational Clearance,Released,"Tipan, S.",Latag,Warehouse/Storage Facility,Commercial (C-1),13.860384,121.227476,412,298.0,1,1207.17,13,1,204.8,2.43,21
ZA-2019-0202,2019-06-20,2019-07-01,2019,6,2,Zoning Certificate,Released,"Cruz, M.",Sico,Business Permit Application,Residential Medium Density (R-2),13.889224,121.182582,564,,1,1401.11,7,1,205.8,2.16,21
ZA-2019-0203,2019-06-24,2019-07-23,2019,6,2,Locational Clearance,Released,"Cruz, M.",Sico,Car Wash,Commercial (C-1),13.86574,121.236626,297,244.0,2,1276.2,21,1,194.3,2.39,21
ZA-2019-0204,2019-06-25,2019-07-24,2019,6,2,Development Permit,Released,"Castillo, J.",Santo Niño,Memorial Park Development,Commercial (C-1),13.846724,121.228616,529,333.0,1,3036.96,21,1,168.5,2.29,21
ZA-2019-0205,2019-07-04,2019-07-17,2019,7,3,Locational Clearance,Released,"Garduque, H.",Bolbok,Warehouse/Storage Facility,Residential Medium Density (R-2),13.824527,121.199914,457,352.0,1,1703.12,9,1,184.4,2.55,23
ZA-2019-0206,2019-07-05,2019-07-15,2019,7,3,Locational Clearance,Released,"Castillo, J.",Sampaguita,Residential House Construction,Residential Low Density (R-1),13.82811,121.192228,633,445.0,1,2394.08,6,1,217.8,2.35,23
ZA-2019-0207,2019-07-05,2019-07-23,2019,7,3,Locational Clearance,Released,"Bautista, R.",Marawoy,Warehouse/Storage Facility,Residential Medium Density (R-2),13.829064,121.202288,214,190.0,1,954.38,12,0,198.6,2.77,23
ZA-2019-0208,2019-07-08,2019-07-16,2019,7,3,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Commercial Building Construction,Institutional (Inst),13.858643,121.191483,827,458.0,1,2988.34,6,1,185.1,2.78,23
ZA-2019-0209,2019-07-08,2019-07-18,2019,7,3,Locational Clearance,Released,"Tipan, S.",Pinagkawitan,School/Learning Center,Residential Low Density (R-1),13.843783,121.177365,259,228.0,1,1140.07,8,0,212.7,3.0,23
ZA-2019-0210,2019-07-08,2019-08-07,2019,7,3,Locational Clearance,Released,"Castillo, J.",Sico,Apartment/Boarding House,Residential Low Density (R-1),13.841688,121.217813,963,664.0,1,2609.3,22,1,225.2,2.44,23
ZA-2019-0211,2019-07-12,2019-08-12,2019,7,3,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay II,Subdivision Development,Commercial (C-1),13.866634,121.190248,566,369.0,2,1400.41,21,1,227.5,2.67,23
ZA-2019-0212,2019-07-16,2019-07-30,2019,7,3,Locational Clearance,Released,"Bautista, R.",Bolbok,Poultry/Livestock Farm,Commercial (C-1),13.828151,121.170666,478,258.0,4,1950.59,10,0,216.3,2.24,23
ZA-2019-0213,2019-07-17,2019-08-29,2019,7,3,Development Permit,Released,"Tipan, S.",Halang,New Residential Subdivision,Residential Low Density (R-1),13.877876,121.170724,459,344.0,1,2874.26,31,1,222.4,3.02,23
ZA-2019-0214,2019-07-23,2019-08-16,2019,7,3,Locational Clearance,Released,"Cruz, M.",Santo Niño,Poultry/Livestock Farm,Residential Medium Density (R-2),13.890198,121.229098,983,671.0,1,3072.95,18,1,195.4,2.29,23
ZA-2019-0215,2019-07-24,2019-09-06,2019,7,3,Development Permit,Released,"Tipan, S.",Munting Pulo,New Residential Subdivision,Residential Medium Density (R-2),13.87383,121.176492,319,143.0,1,1990.46,32,1,199.3,2.65,23
ZA-2019-0216,2019-07-24,2019-08-01,2019,7,3,Zoning Certificate,Released,"Cruz, M.",Poblacion Barangay II,Building Permit Requirement,Agricultural (A),13.879431,121.229033,6524,,1,18438.57,6,1,221.1,2.27,23
ZA-2019-0217,2019-07-25,2019-08-13,2019,7,3,Locational Clearance,Released,"Cruz, M.",Marawoy,Warehouse/Storage Facility,Residential Medium Density (R-2),13.849476,121.241628,502,262.0,1,1714.94,13,1,221.5,2.83,23
ZA-2019-0218,2019-07-29,2019-08-22,2019,7,3,Development Permit,Released,"Garduque, H.",Parang,Commercial Complex Development,Residential Medium Density (R-2),13.855404,121.221946,679,389.0,1,3110.15,18,0,220.4,2.34,23
ZA-2019-0219,2019-08-07,2019-08-19,2019,8,3,Locational Clearance,Released,"Bautista, R.",Tulo,Gasoline Station,Residential Low Density (R-1),13.828431,121.231155,757,429.0,1,1970.96,8,0,195.1,3.02,22
ZA-2019-0220,2019-08-13,2019-09-23,2019,8,3,Development Permit,Released,"Cruz, M.",Sampaguita,Commercial Complex Development,Residential Low Density (R-1),13.873138,121.240535,296,135.0,1,2245.89,29,0,190.8,2.67,22
ZA-2019-0221,2019-08-22,2019-08-28,2019,8,3,Zoning Certificate,Released,"Garduque, H.",Santol,Estate Settlement,Residential Medium Density (R-2),13.8612,121.212844,800,,1,1878.03,4,1,185.8,2.09,22
